"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Contaminant"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Scaled F1 Sample"	"Abundances Scaled F2 Sample"	"Abundances Scaled F3 Sample"	"Abundances Scaled F4 Sample"	"Abundances Scaled F5 Sample"	"Abundances Scaled F6 Sample"	"Abundances Scaled F7 Sample"	"Abundances Scaled F8 Sample"	"Abundances Scaled F9 Sample"	"Abundances Scaled F10 Sample"	"Abundances Scaled F11 Sample"	"Abundances Scaled F12 Sample"	"Abundances Scaled F13 Sample"	"Abundances Scaled F14 Sample"	"Abundances Scaled F15 Sample"	"Abundances Scaled F16 Sample"	"Abundances Scaled F17 Sample"	"Abundances Scaled F18 Sample"	"Abundances Scaled F19 Sample"	"Abundances Scaled F20 Sample"	"Abundances Scaled F21 Sample"	"Abundances Scaled F22 Sample"	"Abundances Scaled F23 Sample"	"Abundances Scaled F24 Sample"	"Abundances Scaled F25 Sample"	"Abundances Scaled F26 Sample"	"Abundances Scaled F27 Sample"	"Abundances Scaled F28 Sample"	"Abundances Scaled F29 Sample"	"Abundances Scaled F30 Sample"	"Abundances Scaled F31 Sample"	"Abundances Scaled F32 Sample"	"Abundances Normalized F1 Sample"	"Abundances Normalized F2 Sample"	"Abundances Normalized F3 Sample"	"Abundances Normalized F4 Sample"	"Abundances Normalized F5 Sample"	"Abundances Normalized F6 Sample"	"Abundances Normalized F7 Sample"	"Abundances Normalized F8 Sample"	"Abundances Normalized F9 Sample"	"Abundances Normalized F10 Sample"	"Abundances Normalized F11 Sample"	"Abundances Normalized F12 Sample"	"Abundances Normalized F13 Sample"	"Abundances Normalized F14 Sample"	"Abundances Normalized F15 Sample"	"Abundances Normalized F16 Sample"	"Abundances Normalized F17 Sample"	"Abundances Normalized F18 Sample"	"Abundances Normalized F19 Sample"	"Abundances Normalized F20 Sample"	"Abundances Normalized F21 Sample"	"Abundances Normalized F22 Sample"	"Abundances Normalized F23 Sample"	"Abundances Normalized F24 Sample"	"Abundances Normalized F25 Sample"	"Abundances Normalized F26 Sample"	"Abundances Normalized F27 Sample"	"Abundances Normalized F28 Sample"	"Abundances Normalized F29 Sample"	"Abundances Normalized F30 Sample"	"Abundances Normalized F31 Sample"	"Abundances Normalized F32 Sample"	"Abundance F1 Sample"	"Abundance F2 Sample"	"Abundance F3 Sample"	"Abundance F4 Sample"	"Abundance F5 Sample"	"Abundance F6 Sample"	"Abundance F7 Sample"	"Abundance F8 Sample"	"Abundance F9 Sample"	"Abundance F10 Sample"	"Abundance F11 Sample"	"Abundance F12 Sample"	"Abundance F13 Sample"	"Abundance F14 Sample"	"Abundance F15 Sample"	"Abundance F16 Sample"	"Abundance F17 Sample"	"Abundance F18 Sample"	"Abundance F19 Sample"	"Abundance F20 Sample"	"Abundance F21 Sample"	"Abundance F22 Sample"	"Abundance F23 Sample"	"Abundance F24 Sample"	"Abundance F25 Sample"	"Abundance F26 Sample"	"Abundance F27 Sample"	"Abundance F28 Sample"	"Abundance F29 Sample"	"Abundance F30 Sample"	"Abundance F31 Sample"	"Abundance F32 Sample"	"Found in Sample in S1 F1 Sample"	"Found in Sample in S2 F2 Sample"	"Found in Sample in S3 F3 Sample"	"Found in Sample in S4 F4 Sample"	"Found in Sample in S5 F5 Sample"	"Found in Sample in S6 F6 Sample"	"Found in Sample in S7 F7 Sample"	"Found in Sample in S8 F8 Sample"	"Found in Sample in S9 F9 Sample"	"Found in Sample in S10 F10 Sample"	"Found in Sample in S11 F11 Sample"	"Found in Sample in S12 F12 Sample"	"Found in Sample in S13 F13 Sample"	"Found in Sample in S14 F14 Sample"	"Found in Sample in S15 F15 Sample"	"Found in Sample in S16 F16 Sample"	"Found in Sample in S17 F17 Sample"	"Found in Sample in S18 F18 Sample"	"Found in Sample in S19 F19 Sample"	"Found in Sample in S20 F20 Sample"	"Found in Sample in S21 F21 Sample"	"Found in Sample in S22 F22 Sample"	"Found in Sample in S23 F23 Sample"	"Found in Sample in S24 F24 Sample"	"Found in Sample in S25 F25 Sample"	"Found in Sample in S26 F26 Sample"	"Found in Sample in S27 F27 Sample"	"Found in Sample in S28 F28 Sample"	"Found in Sample in S29 F29 Sample"	"Found in Sample in S30 F30 Sample"	"Found in Sample in S31 F31 Sample"	"Found in Sample in S32 F32 Sample"	"Number of Protein Groups"	"Modifications"
"2797616269010115890"	"False"	"High"	"None"	"G3V2D6"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"41.678"	"31"	"8"	"147"	"5"	"214"	"23.8"	"4.78"	"212.29"	"8"	"0"	"98.4"	"62.2"	"96.7"	"13.7"	"67.1"	"82.0"	"130.5"	"176.3"	"98.7"	"156.1"	"134.2"	"215.4"	"172.9"	"102.0"	"89.9"	"68.0"	"125.0"	"67.3"	"87.0"	"95.1"	"124.0"	"45.8"	"76.4"	"59.0"	"49.8"	"94.8"	"156.7"	"70.9"	"133.0"	"97.5"	"77.8"	"75.9"	"178236334.976779"	"112577205.806119"	"175042152.878119"	"24756459.9466895"	"121462085.029297"	"148446379.603075"	"236247579.980354"	"319200090.344835"	"178777744.393274"	"282660093.460242"	"242968611.786431"	"390071139.515827"	"313155093.922801"	"184665618.058987"	"162800048.455797"	"123093816.760937"	"226337416.606971"	"121878674.94887"	"157589532.673556"	"172121522.82279"	"224558136.218792"	"82960009.0662443"	"138288852.947754"	"106872255.116005"	"90259452.8403129"	"171717418.661842"	"283804060.946934"	"128358608.61304"	"240857857.776844"	"176590437.895304"	"140851643.334095"	"137413636.979894"	"89944839.75"	"16554225.875"	"35383726.8476563"	"1613211.74902344"	"121462085.029297"	"24819728.3720703"	"82348971.8457031"	"95541096.5625"	"55352465.1445313"	"126251866.5"	"97615603.71875"	"73285377.5253906"	"86268906.375"	"12528996.8349609"	"16451501.5869141"	"121008095.875"	"96304005.1933594"	"22814486.8710938"	"47201770.3359375"	"32392105.3789063"	"82025776.9570313"	"13851749.390625"	"53545123.125"	"24007573.1064453"	"9418047.90771484"	"159107084.152344"	"65114759.4189453"	"87981062.703125"	"150418608.875"	"137906474.089844"	"26655259.578125"	"18115149.0859375"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	""
"8039578233664920852"	"False"	"High"	"None"	"G3V2H6"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"15.550"	"61"	"4"	"80"	"1"	"54"	"5.9"	"9.89"	"121.18"	"4"	"0"	"13.7"	"122.8"	"42.0"	"312.3"	"9.2"	"118.6"	"135.6"	"10.5"	"5.2"	"42.6"	"53.6"	"5.8"	"27.1"	"194.6"	"282.4"	"52.2"	"27.1"	"22.3"	"150.2"	"13.1"	"133.5"	"197.8"	"91.1"	"56.7"	"45.0"	"240.5"	"239.7"	"38.1"	"12.5"	"268.0"	"233.2"	"3.1"	"1509481.26800616"	"13554071.7569622"	"4641553.98608236"	"34478039.8296765"	"1010395.1015625"	"13098285.2785366"	"14967095.498271"	"1159225.4254401"	"575893.702807017"	"4699326.43062937"	"5912549.87642359"	"640563.759541371"	"2989192.6180926"	"21479770.3193181"	"31174748.6000801"	"5759115.73283701"	"2988726.64234041"	"2463638.43155246"	"16581119.4903405"	"1443767.31291595"	"14743458.9376082"	"21842367.4566224"	"10061201.2606755"	"6256778.54687036"	"4965613.58374333"	"26546217.1454744"	"26463421.0443767"	"4210885.39389201"	"1384156.56825695"	"29587253.0152667"	"25749052.2404158"	"341543.491650143"	"761741.7109375"	"1993095.8828125"	"938262.4453125"	"2246701.63085938"	"1010395.1015625"	"2189988.625"	"5217090.1640625"	"346972.546875"	"178305.953125"	"2098983.0078125"	"2375439.0390625"	"120347.16796875"	"823471.765625"	"1457336.65625"	"3150314.94726563"	"5661532.375"	"1271669.30859375"	"461168.8359375"	"4966435.1484375"	"271707.234375"	"5385436.90625"	"3646998.15625"	"3895673.79296875"	"1405510.421875"	"518132.83984375"	"24596754.5878906"	"6071651.296875"	"2886274.4453125"	"864422.30859375"	"23105858.9013672"	"4872841.0625"	"45025.453125"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	"Met-loss+Acetyl [N-Term]"
"9119349685396453675"	"False"	"High"	"None"	"G3V555"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"55.157"	"49"	"9"	"326"	"5"	"175"	"19.2"	"9.95"	"555.98"	"9"	"0"	"91.6"	"70.9"	"92.8"	"29.9"	"62.1"	"82.0"	"127.3"	"164.0"	"90.7"	"146.8"	"132.3"	"197.9"	"167.9"	"104.0"	"106.6"	"67.5"	"116.9"	"62.9"	"93.9"	"88.6"	"124.1"	"52.1"	"78.0"	"59.9"	"48.3"	"102.1"	"165.4"	"68.5"	"128.0"	"110.7"	"94.0"	"72.3"	"180881931.430866"	"139973539.82851"	"183387366.669414"	"59024914.680897"	"122774622.945313"	"161942338.816477"	"251455412.091069"	"323978835.78876"	"179100130.676285"	"290049149.751638"	"261435701.502341"	"391004872.038922"	"331725117.458259"	"205378060.827026"	"210615859.705562"	"133287044.293329"	"230958099.535722"	"124332252.253823"	"185546479.233222"	"174994618.084246"	"245117248.272603"	"102876945.961147"	"154158536.892259"	"118393931.261543"	"95423801.5200806"	"201765735.507001"	"326741384.871607"	"135264277.801415"	"252945939.361853"	"218748453.707314"	"185744177.278089"	"142931066.848194"	"91279908.4335938"	"20582795.4091797"	"37070662.0253906"	"3846256.13085938"	"122774622.945313"	"27076206.7226563"	"87649975.7265625"	"96971442.5859375"	"55452281.1230469"	"129552233.867188"	"105034982.289063"	"73460804.3476563"	"91384632.265625"	"13934272.6660156"	"21283452.8186035"	"131028607.765625"	"98270053.4033203"	"23273772.3632813"	"55575533.1640625"	"32932802.4570313"	"89535534.421875"	"17177260.3398438"	"59689827.9414063"	"26595779.765625"	"9956917.59667969"	"186948756.326172"	"74966110.7636719"	"92714427.4570313"	"157967760.199219"	"170829340.041992"	"35150880.3395996"	"18842508.2246094"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-4299283451876636570"	"False"	"High"	"None"	"G3V3K6"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"64.599"	"73"	"9"	"243"	"5"	"121"	"13.3"	"8.98"	"466.62"	"9"	"0"	"16.9"	"139.4"	"56.8"	"162.9"	"10.2"	"101.7"	"139.8"	"26.6"	"7.3"	"48.9"	"106.7"	"8.8"	"102.1"	"111.5"	"243.7"	"75.1"	"30.2"	"21.7"	"155.3"	"13.6"	"154.1"	"119.0"	"110.1"	"63.1"	"24.6"	"230.1"	"256.6"	"44.3"	"57.1"	"270.4"	"263.8"	"27.4"	"3586006.39586117"	"29508693.9134771"	"12027830.9448545"	"34478039.8296765"	"2156492.1796875"	"21526712.2201289"	"29590353.8880215"	"5620372.001259"	"1555633.01351826"	"10358254.5616415"	"22591943.4465508"	"1858455.36777288"	"21604516.0781862"	"23611467.0016996"	"51587375.013017"	"15888141.4191056"	"6395215.88029334"	"4589366.80113721"	"32875745.2730942"	"2873095.26145567"	"32629618.1924714"	"25200134.2745562"	"23311268.8652337"	"13364078.4907251"	"5209248.85645872"	"48706301.5806471"	"54323255.3728821"	"9370686.8514944"	"12088081.585009"	"57231985.5449231"	"55839321.8478561"	"5809042.38721158"	"1809635.33984375"	"4339187.32324219"	"2431354.26367188"	"2246701.63085938"	"2156492.1796875"	"3599192.86328125"	"10314328.8046875"	"1682256.7421875"	"481649.001953125"	"4626578.0078125"	"9076588.875"	"349160.93359375"	"5951677.015625"	"1601965.75"	"5213080.64672852"	"15618930.265625"	"2721091.86621094"	"859084.23828125"	"9847058.6953125"	"540697.078125"	"11918827.921875"	"4207641.109375"	"9026069.23828125"	"3002080.296875"	"543554.760742188"	"45129478.9121094"	"12463689.5351563"	"6422966.06640625"	"7549151.32421875"	"44694726.5419922"	"10567229.3435059"	"765802.224609375"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"-1922850810365236970"	"False"	"High"	"IsMasterProteinCandidate"	"G3V4W0"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"91.275"	"52"	"15"	"383"	"8"	"262"	"28.9"	"8.40"	"661.85"	"15"	"0"	"90.0"	"69.9"	"92.6"	"29.3"	"61.2"	"83.7"	"131.4"	"160.9"	"89.3"	"145.1"	"131.5"	"194.1"	"165.8"	"103.1"	"106.2"	"68.5"	"115.3"	"62.6"	"94.3"	"86.7"	"126.4"	"53.6"	"79.6"	"59.5"	"47.3"	"108.2"	"167.5"	"68.2"	"125.3"	"114.8"	"96.9"	"70.9"	"181822341.37264"	"141239540.342921"	"187069983.822974"	"59234499.776366"	"123618577.208984"	"169052533.459294"	"265388473.107988"	"324820462.346094"	"180333377.406793"	"293018348.021883"	"265560555.232982"	"391929594.8836"	"334759610.000987"	"208277085.060687"	"214387423.468814"	"138362977.067244"	"232732632.487264"	"126468041.750008"	"190465277.94665"	"174994618.084246"	"255307271.333158"	"108160143.3408"	"160663277.600453"	"120236333.60673"	"95468701.6967716"	"218575891.044328"	"338127316.319816"	"137729295.464534"	"252945939.361853"	"231723496.195331"	"195727879.982343"	"143222679.367106"	"91754475.0898438"	"20768957.9482422"	"37815081.1113281"	"3859913.37988281"	"123618577.208984"	"28265007.0166016"	"92506631.8222656"	"97223353.3046875"	"55834114.1464844"	"130878444.507813"	"106692192.59375"	"73634538.4589844"	"92220583.390625"	"14130962.5849609"	"21664582.2336426"	"136018533.140625"	"99025097.0595703"	"23673571.109375"	"57048829.03125"	"32932802.4570313"	"93257708.8789063"	"18059390.5"	"62208448.4570313"	"27009653.4033203"	"9961602.66845703"	"202524432.064453"	"77578448.9541016"	"94404028.7695313"	"157967760.199219"	"180962065.131836"	"37040231.2966309"	"18880951.3105469"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"8923151314061178737"	"False"	"High"	"None"	"G3V5X6"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"64.599"	"75"	"9"	"243"	"5"	"117"	"12.8"	"9.50"	"466.62"	"9"	"0"	"16.9"	"139.4"	"56.8"	"162.9"	"10.2"	"101.7"	"139.8"	"26.6"	"7.3"	"48.9"	"106.7"	"8.8"	"102.1"	"111.5"	"243.7"	"75.1"	"30.2"	"21.7"	"155.3"	"13.6"	"154.1"	"119.0"	"110.1"	"63.1"	"24.6"	"230.1"	"256.6"	"44.3"	"57.1"	"270.4"	"263.8"	"27.4"	"3586006.39586117"	"29508693.9134771"	"12027830.9448545"	"34478039.8296765"	"2156492.1796875"	"21526712.2201289"	"29590353.8880215"	"5620372.001259"	"1555633.01351826"	"10358254.5616415"	"22591943.4465508"	"1858455.36777288"	"21604516.0781862"	"23611467.0016996"	"51587375.013017"	"15888141.4191056"	"6395215.88029334"	"4589366.80113721"	"32875745.2730942"	"2873095.26145567"	"32629618.1924714"	"25200134.2745562"	"23311268.8652337"	"13364078.4907251"	"5209248.85645872"	"48706301.5806471"	"54323255.3728821"	"9370686.8514944"	"12088081.585009"	"57231985.5449231"	"55839321.8478561"	"5809042.38721158"	"1809635.33984375"	"4339187.32324219"	"2431354.26367188"	"2246701.63085938"	"2156492.1796875"	"3599192.86328125"	"10314328.8046875"	"1682256.7421875"	"481649.001953125"	"4626578.0078125"	"9076588.875"	"349160.93359375"	"5951677.015625"	"1601965.75"	"5213080.64672852"	"15618930.265625"	"2721091.86621094"	"859084.23828125"	"9847058.6953125"	"540697.078125"	"11918827.921875"	"4207641.109375"	"9026069.23828125"	"3002080.296875"	"543554.760742188"	"45129478.9121094"	"12463689.5351563"	"6422966.06640625"	"7549151.32421875"	"44694726.5419922"	"10567229.3435059"	"765802.224609375"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"1775175344538136017"	"False"	"High"	"None"	"G3V575"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"55.157"	"45"	"9"	"326"	"5"	"187"	"20.4"	"10.14"	"555.98"	"9"	"0"	"91.6"	"70.9"	"92.8"	"29.9"	"62.1"	"82.0"	"127.3"	"164.0"	"90.7"	"146.8"	"132.3"	"197.9"	"167.9"	"104.0"	"106.6"	"67.5"	"116.9"	"62.9"	"93.9"	"88.6"	"124.1"	"52.1"	"78.0"	"59.9"	"48.3"	"102.1"	"165.4"	"68.5"	"128.0"	"110.7"	"94.0"	"72.3"	"180881931.430866"	"139973539.82851"	"183387366.669414"	"59024914.680897"	"122774622.945313"	"161942338.816477"	"251455412.091069"	"323978835.78876"	"179100130.676285"	"290049149.751638"	"261435701.502341"	"391004872.038922"	"331725117.458259"	"205378060.827026"	"210615859.705562"	"133287044.293329"	"230958099.535722"	"124332252.253823"	"185546479.233222"	"174994618.084246"	"245117248.272603"	"102876945.961147"	"154158536.892259"	"118393931.261543"	"95423801.5200806"	"201765735.507001"	"326741384.871607"	"135264277.801415"	"252945939.361853"	"218748453.707314"	"185744177.278089"	"142931066.848194"	"91279908.4335938"	"20582795.4091797"	"37070662.0253906"	"3846256.13085938"	"122774622.945313"	"27076206.7226563"	"87649975.7265625"	"96971442.5859375"	"55452281.1230469"	"129552233.867188"	"105034982.289063"	"73460804.3476563"	"91384632.265625"	"13934272.6660156"	"21283452.8186035"	"131028607.765625"	"98270053.4033203"	"23273772.3632813"	"55575533.1640625"	"32932802.4570313"	"89535534.421875"	"17177260.3398438"	"59689827.9414063"	"26595779.765625"	"9956917.59667969"	"186948756.326172"	"74966110.7636719"	"92714427.4570313"	"157967760.199219"	"170829340.041992"	"35150880.3395996"	"18842508.2246094"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"5936817121374315019"	"False"	"High"	"None"	"G3V4M8"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"21.356"	"67"	"5"	"132"	"2"	"66"	"7.3"	"9.99"	"231.75"	"5"	"0"	"21.7"	"110.9"	"56.6"	"208.7"	"11.9"	"98.7"	"137.0"	"9.8"	"9.0"	"49.5"	"114.0"	"11.2"	"130.7"	"130.0"	"188.7"	"74.8"	"32.4"	"26.9"	"150.2"	"17.4"	"145.3"	"132.2"	"102.5"	"66.6"	"30.1"	"218.9"	"269.1"	"38.2"	"73.2"	"261.0"	"241.8"	"31.1"	"3586006.39586117"	"18326573.5489245"	"9349333.14435246"	"34478039.8296765"	"1963008.8203125"	"16313308.8075234"	"22630680.224067"	"1624908.68354633"	"1486576.49202878"	"8179533.39644928"	"18842110.6093325"	"1858455.36777288"	"21604516.0781862"	"21479770.3193181"	"31174748.6000801"	"12356028.0978607"	"5360386.95090871"	"4443664.54046584"	"24821888.2387982"	"2873095.26145567"	"24003983.2137137"	"21842367.4566224"	"16938888.3975121"	"11002255.1694338"	"4965613.58374333"	"36173147.2236396"	"44463115.8720539"	"6316743.24319059"	"12088081.585009"	"43131897.98451"	"39947592.0511298"	"5134754.73313958"	"1809635.33984375"	"2694881.578125"	"1889911.9140625"	"2246701.63085938"	"1963008.8203125"	"2727529.59375"	"7888390.8515625"	"486358.125"	"460267.9921875"	"3653438.8203125"	"7570047.7890625"	"349160.93359375"	"5951677.015625"	"1457336.65625"	"3150314.94726563"	"12146665.625"	"2280783.88671875"	"831810.2109375"	"7434739.1484375"	"540697.078125"	"8768087.4375"	"3646998.15625"	"6558698.30078125"	"2471524.953125"	"518132.83984375"	"33516716.1503906"	"10201422.359375"	"4329696.2265625"	"7549151.32421875"	"33683409.1513672"	"7559822.59375"	"676911.328125"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"4392263080670502795"	"False"	"High"	"None"	"G3V251"	"Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1"	"0.000"	"False"	"64.599"	"70"	"9"	"243"	"5"	"126"	"14.0"	"9.17"	"466.62"	"9"	"0"	"16.9"	"139.4"	"56.8"	"162.9"	"10.2"	"101.7"	"139.8"	"26.6"	"7.3"	"48.9"	"106.7"	"8.8"	"102.1"	"111.5"	"243.7"	"75.1"	"30.2"	"21.7"	"155.3"	"13.6"	"154.1"	"119.0"	"110.1"	"63.1"	"24.6"	"230.1"	"256.6"	"44.3"	"57.1"	"270.4"	"263.8"	"27.4"	"3586006.39586117"	"29508693.9134771"	"12027830.9448545"	"34478039.8296765"	"2156492.1796875"	"21526712.2201289"	"29590353.8880215"	"5620372.001259"	"1555633.01351826"	"10358254.5616415"	"22591943.4465508"	"1858455.36777288"	"21604516.0781862"	"23611467.0016996"	"51587375.013017"	"15888141.4191056"	"6395215.88029334"	"4589366.80113721"	"32875745.2730942"	"2873095.26145567"	"32629618.1924714"	"25200134.2745562"	"23311268.8652337"	"13364078.4907251"	"5209248.85645872"	"48706301.5806471"	"54323255.3728821"	"9370686.8514944"	"12088081.585009"	"57231985.5449231"	"55839321.8478561"	"5809042.38721158"	"1809635.33984375"	"4339187.32324219"	"2431354.26367188"	"2246701.63085938"	"2156492.1796875"	"3599192.86328125"	"10314328.8046875"	"1682256.7421875"	"481649.001953125"	"4626578.0078125"	"9076588.875"	"349160.93359375"	"5951677.015625"	"1601965.75"	"5213080.64672852"	"15618930.265625"	"2721091.86621094"	"859084.23828125"	"9847058.6953125"	"540697.078125"	"11918827.921875"	"4207641.109375"	"9026069.23828125"	"3002080.296875"	"543554.760742188"	"45129478.9121094"	"12463689.5351563"	"6422966.06640625"	"7549151.32421875"	"44694726.5419922"	"10567229.3435059"	"765802.224609375"	"Peak Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"1"	"Met-loss+Acetyl [N-Term]"
"1074215629290594570"	"False"	"High"	"IsMasterProtein"	"P22626"	"Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2"	"0.000"	"False"	"191.657"	"69"	"21"	"692"	"20"	"353"	"37.4"	"8.95"	"1407.36"	"21"	"1"	"13.5"	"152.9"	"79.1"	"4.5"	"9.1"	"63.0"	"144.1"	"21.7"	"99.5"	"203.0"	"118.5"	"216.4"	"171.0"	"137.8"	"193.5"	"93.5"	"19.9"	"24.7"	"146.7"	"30.7"	"83.7"	"48.3"	"84.8"	"60.1"	"54.9"	"106.8"	"371.5"	"15.8"	"18.6"	"125.1"	"238.2"	"48.9"	"8975306.03232221"	"101533619.400168"	"52543900.304702"	"3015182.6771933"	"6051420.84619141"	"41874262.9393691"	"95714046.1224455"	"14427778.309877"	"66110424.8606755"	"134831955.721421"	"78736053.8696811"	"143747558.246354"	"113561298.511313"	"91526982.3231795"	"128561154.023981"	"62122457.118113"	"13238076.9870519"	"16385186.4199764"	"97441689.4072333"	"20403389.6005024"	"55619771.1752038"	"32098319.7873532"	"56356798.2813003"	"39892913.668401"	"36490054.8174099"	"70949959.5282082"	"246767920.757012"	"10487974.7230115"	"12359155.4811861"	"83084974.6480904"	"158251493.72206"	"32458333.0552899"	"4529281.09686279"	"14930291.2380981"	"10621435.953125"	"196479.146484375"	"6051420.84619141"	"7001233.9453125"	"33363107"	"4318437.87762451"	"20468850.8640137"	"60223520.9975586"	"31633170.130127"	"27006853.3845215"	"31284207.7910156"	"6209825.54248047"	"12991544.2255859"	"61069844.4873047"	"5632651.70214844"	"3067145.42651367"	"29186077.0605469"	"3839779.79736328"	"20316587.1503906"	"5359424.21606445"	"21821221.5849609"	"8961465.6328125"	"3807524.57067871"	"65739639.3984375"	"56617349.796875"	"7188790.62109375"	"7718440.20996094"	"64884350.7050781"	"29948068.3642578"	"4278960.62792969"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
